army,type,unit,u_suffix,s_type,s_count,speed,melee,range,defense,attack,nerve,rules,options,points
Salamanders,Large Cavalry,Ancients on Rhinosaurs,,Horde,6,7,3,-,5,18,-/18,"CS(2), TC(2), Brutal",,275
Salamanders,Monster,Greater Fire Elemental,,Monster,1,6,4,-,5,8,-/18,"Pathfinder, CS(4), Shambling, Breath Attack (6)",,160
Salamanders,Monster,Lekelidon,,Monster,1,6,5,3,4,5,11/13,"Firebolt, Piercing (1). Height 2",,95
Salamanders,Monster,Fire Drake,,Monster,1,7,4,-,5,8,14/16,"TC(1), Breath(16)",,190
Salamanders,Monster,Ankylodon Battle Platform,,Monster,1,6,4,5,6,10,-/17,"CS(4), 50x100mm Base Size, Iron Resolve,  Blowpipes(treat as thrown weapons), Vicious (ranged attacks only)",Swap Blowpipes for Firebolt for free,250
Salamanders,Monster,Komodon,,Monster,1,5,5,5,4,3,11/13,"36"" Range, CS(1), Piercing (2), Vicious, Blast (D3)",,125
Salamanders,Infantry,Clan Lord,,Hero,1,5,3,-,5,5,13/15,"CS(2), Individual, Inspiring,","Mount on Kaisenor Raptor Mount for 30 points, May add Firebolt (using Ra 5+) for 15 pts",140
Salamanders,Cavalry,Clan Lord,w/ Kaisenor Raptor Mount,Hero,1,8,3,-,5,5,13/15,"CS(2), TC(1), Individual, Inspiring","Mount on Kaisenor Raptor Mount for 30 points, May add Firebolt (using Ra 5+) for 15 pts",170
Salamanders,Infantry,Herald,,Hero,1,5,4,-,5,1,10/12,"Individual, Inspiring","Mount on Kaisenor Raptor Mount for 20 points,",60
Salamanders,Cavalry,Herald,w/ Kaisenor Raptor Mount,Hero,1,8,4,-,5,1,10/12,"TC(1), Individual, Inspiring","Mount on Kaisenor Raptor Mount for 20 points,",80
Salamanders,Infantry,Mage-Priest,,Hero,1,5,4,-,5,2,10/12,"Fireball (10), Elite. Individual","Mount on Kaisenor Raptor Mount for 20 points, Banechant (2) for 15 Pts,
Surge (8) for 35 Pts,
Heal (3) for +15 pts. 
Mount for 15 pts.",90
Salamanders,Cavalry,Mage-Priest,w/ Kaisenor Raptor Mount,Hero,1,8,4,-,5,2,10/12,"Fireball (10), Elite. Individual, TC(1)","Mount on Kaisenor Raptor Mount for 20 points, Banechant (2) for 15 Pts,
Surge (8) for 35 Pts,
Heal (3) for +15 pts. 
Mount for 15 pts.",110
Salamanders,Infantry,Battle-Captain,,Hero,1,5,3,-,5,4,11/13,"CS(2), Individual",Mount on Rhinosaur for +60 pts,75
Salamanders,Large Cavalry,Battle-Captain,w/ Rhinosaur,Hero,1,7,3,-,5,6,13/15,"CS(2), TC(2), Brutal",Mount on Rhinosaur for +60 pts,135
Salamanders,Monster,Clan Lord on Fire Drake,,Hero,1,7,3,-,5,8,15/17,"CS(2), TC(1), Inspiring, Breath(16)","Fly & Speed 10, 45 Pts",235
Salamanders,Monster,Clan Lord on Fire Drake,w/ Wings,Hero,1,,,,,,,Gain Fly and speed 10,"Fly & Speed 10, 45 Pts",280
Salamanders,Infantry,Ghekkotah Clutch Warden,,Hero,1,7,4,4,4,3,10/12,"Vicious, Pathfinder, Individual, Blowpipes(treat as thrown weapons), Inspiring (Ghekkotah only). Does not have CS(1), 20x20mm base.","Chamelon Cloak: +20 pts, Grants the Stealthy special rule",85
Salamanders,Large Cavalry,Ghekkotah Skylord,,Hero,1,10,3,3,4,5,11/13,"Fly,  Vicious, Blowpipes(treat as thrown weapons) Does not have CS(1), Inspiring (Ghekkotah only)",,130
Salamanders,Infantry,Firebrand [1],,Living Legend,1,5,3,4,4,5,-/15,"Individual, Inspiring(Corsairs only), Vanguard, Pistol, Piercing (1). While within 6"" of Firebrand, friendly non-allied Corsair units are Fearless",,120
League of Rhordia,Infantry,House Guard,,Troop,10,5,3,-,4,10,10/12,CS(1),,95
League of Rhordia,Infantry,House Guard,,Regiment,20,5,3,-,4,12,14/16,CS(1),,135
League of Rhordia,Infantry,City Spear Militia,,Troop,10,5,4,-,4,10,9/11,Phalanx,,85
League of Rhordia,Infantry,City Spear Militia,,Regiment,20,5,4,-,4,15,13/15,Phalanx,,120
League of Rhordia,Infantry,City Spear Militia,,Horde,40,5,4,-,4,30,20/22,Phalanx,,200
League of Rhordia,Infantry,City Militia,,Troop,10,5,4,-,3,10,9/11,CS(1),,70
League of Rhordia,Infantry,City Militia,,Regiment,20,5,4,-,3,12,13/15,CS(1),,100
League of Rhordia,Infantry,City Militia,,Horde,40,5,4,-,3,25,20/22,CS(1),,165
League of Rhordia,Infantry,Halfling Braves,,Regiment,20,4,5,-,4,12,12/14,Stealthy,,80
League of Rhordia,Infantry,Halfling Braves,,Horde,40,4,5,-,4,25,19/21,Stealthy,,130
League of Rhordia,Infantry,Halfling Spearlings,,Regiment,20,4,5,-,3,15,12/14,"Phalanx, Stealthy",,90
League of Rhordia,Infantry,Halfling Spearlings,,Horde,40,4,5,-,3,30,19/21,"Phalanx, Stealthy",,150
League of Rhordia,Infantry,Halfling Scouts,,Troop,10,4,5,5,3,8,9/11,"Bows, Pathfinder, Stealthy, Nimble",,85
League of Rhordia,Infantry,Halfling Archers,,Regiment,20,4,6,5,3,10,12/14,"Bows, Stealthy",,90
League of Rhordia,Infantry,Halfling Archers,,Horde,40,4,6,5,3,20,19/21,"Bows, Stealthy",,150
League of Rhordia,Infantry,Crossbow Block,,Troop,10,5,5,5,3,8,9/11,"Crossbows, Piercing(1), Reload",,85
League of Rhordia,Infantry,Crossbow Block,,Regiment,20,5,5,5,3,10,13/15,"Crossbows, Piercing(1), Reload",,115
League of Rhordia,Infantry,Musket Block,,Troop,10,5,5,5,3,8,9/11,"Rifles, Piercing(2), Reload",,100
League of Rhordia,Infantry,Musket Block,,Regiment,20,5,5,5,3,10,13/15,"Rifles, Piercing(2), Reload",,135
League of Rhordia,Infantry,Dogs of War*,,Regiment,20,4,4,-,5,15,13/15,"Phalanx, Ensnare",,165
League of Rhordia,Infantry,Dogs of War*,,Horde,40,4,4,-,5,30,20/22,"Phalanx, Ensnare",,270
League of Rhordia,Cavalry,Household Knights,,Troop,5,8,3,-,5,8,11/13,"TC(2), Fury",,125
League of Rhordia,Cavalry,Household Knights,,Regiment,10,8,3,-,5,16,14/16,"TC(2), Fury",,195
League of Rhordia,Cavalry,Halfling Ranger Cavalry,,Troop,5,8,5,4,3,7,10/12,"Nimble, Bows",,125
League of Rhordia,Cavalry,Halfling Knights,,Troop,5,7,4,-,4,8,10/12,"TC(1), Nimble",,90
League of Rhordia,Cavalry,Halfling Knights,,Regiment,10,7,4,-,4,16,13/15,"TC(1), Nimble",,140
League of Rhordia,Large Cavalry,Honour Guard,,Regiment,3,7,3,-,5,12,13/15,"CS(1), TC(2), Iron Resolve",,180
League of Rhordia,Large Cavalry,Honour Guard,,Horde,6,7,3,-,5,24,16/18,"CS(1), TC(2), Iron Resolve",,275
League of Rhordia,War Engine,Halfling Volley Gun,,War Engine,1,4,-,5,4,15,9/11,"Reload!, Range 24"", Piercing (2)","Elite while within 6"" of a Halfling Master Engineer",85
League of Rhordia,War Engine,Halfling Howitzer,,War Engine,1,4,-,5,4,1,9/11,"Reload!, Blast(D6+2), Piercing(2) Lob It!","Blast (D6+3) while within 6"" of a Halfling Master Engineer",95
League of Rhordia,Monster,Halfling Iron Beast,,Monster,1,5,5,-,6,D6+15,16/18,"CS(2), TC(1), Breath Attack (8), 50mm x 100mm base",,210
League of Rhordia,Infantry,Duke,,Hero,1,5,3,-,5,4,12/14,"CS(1), Individual, Very Inspiring",,100
League of Rhordia,Cavalry,Duke,w/ Horse,Hero,1,8,3,-,5,4,12/14,"CS(1), Individual, Very Inspiring",,120
League of Rhordia,Large Cavalry,"Duke on
Winged Aralez",,Hero,1,10,3,-,5,5,13/15,"CS(2), TC(1), Very Inspiring, Iron Resolve, Fly",,170
League of Rhordia,Monster,Duke on Ancient Winged Aralez,,Hero,1,10,3,-,5,7,15/17,"CS(2), TC(1), Fly, Very Inspiring, Iron Resolve, Heal (4)",,225
League of Rhordia,Infantry,Army Standard Bearer,,Hero,1,5,5,-,4,1,9/11,"Individual, Very Inspiring",,50
League of Rhordia,Cavalry,Army Standard Bearer,w/ Horse,Hero,1,9,5,-,4,1,9/11,"Individual, Very Inspiring",,65
League of Rhordia,Infantry,Baron,,Hero,1,5,3,-,5,4,10/12,"CS(1), Individual, Very Inspiring (Non-halfling units only)",,70
League of Rhordia,Cavalry,Baron,w/ Horse,Hero,1,8,3,-,5,4,10/12,"CS(1), Individual, Very Inspiring (Non-halfling units only)",,85
League of Rhordia,Large Cavalry,Baron,w/ Aralez,Hero,1,8,3,-,5,4,10/12,"CS(2), TC(1), Iron Resolve, Very Inspiring (Non-halfling units only)",,100
League of Rhordia,Infantry,Wizard,,Hero,1,5,4,-,4,1,10/12,"Fireball(6), Individual",(+25 LightningBolt(3)))(+10 Heal(2))(+15 BaneChant(2)),50
League of Rhordia,Cavalry,Wizard,w/ Horse,Hero,1,9,4,-,4,1,10/12,"Fireball(6), Individual",(+25 LightningBolt(3)))(+10 Heal(2))(+15 BaneChant(2)),65
League of Rhordia,Large Cavalry,Wizard,w/ Winged Aralez,Hero,1,10,4,-,4,1,10/12,"Fireball(6), Fly, Iron Resolve, TC(1)",(+25 LightningBolt(3)))(+10 Heal(2))(+15 BaneChant(2)),85
League of Rhordia,Infantry,Halfling Master Sergeant,,Hero,1,4,4,4,5,4,10/12,"Elite, Individual, Stealthy, Very Inspiring (Halflings Only)",(+10 Bow),75
League of Rhordia,Cavalry,Halfling Master Sergeant,w/ Mount,Hero,1,7,4,4,5,4,10/12,"Elite, Individual, Stealthy, Very Inspiring (Halflings Only), TC(1)",(+10 Bow),90
League of Rhordia,Infantry,Halfling Master Engineer,,Hero,1,4,5,4,4,1,9/11,"Long Barrelled Rifle, Individual, Piercing(2), Reload!, Stealthy, Very Inspiring (War Engines only)",,70
League of Rhordia,Infantry,Halfling Sorceror,,Hero,1,4,4,-,4,1,9/11,"WindBlast (7), Individual, Stealthy",(+25 Lightning Bolt(3)),55
League of Rhordia,Cavalry,Halfling Sorceror,w/ Mount,Hero,1,8,4,-,4,1,9/11,"WindBlast (7), Individual, Stealthy",(+25 Lightning Bolt(3)),70
League of Rhordia,Infantry,Halfling ASB,,Hero,1,4,5,-,4,1,9/11,"Stealthy, Very Inspiring (Halflings only), Individual",,50
League of Rhordia,Cavalry,Halfling ASB,w/ Mount,Hero,1,8,5,-,4,1,9/11,"Stealthy, Very Inspiring (Halflings only), Individual",,65
League of Rhordia,Large Cavalry,Battle Shrine [1],,Living Legend,1,5,4,-,5,1,-/14,"Lightning Bolt (5), Rallying(2).  50mm x 100 base",,130
Varangur,Infantry,Warband,,Troop,10,5,4,-,4,10,10/12,,"2H(CS(1), -1DE)",75
Varangur,Infantry,Warband,,Regiment,20,5,4,-,4,12,14/16,,"2H(CS(1), -1DE)",110
Varangur,Infantry,Warband,,Horde,40,5,4,-,4,25,21/23,,"2H(CS(1), -1DE)",180
Varangur,Infantry,Thralls*,,Regiment,20,5,5,-,3,12,12/15,,,75
Varangur,Infantry,Thralls*,,Horde,40,5,5,-,3,25,19/22,,,125
Varangur,Infantry,Thralls*,,Legion,60,5,5,-,3,30,25/28,,,180
Varangur,Infantry,Night Raiders,,Troop,10,5,4,4,3,8,11/13,"Vanguard, Stealthy, Pathfinder, Bows",May swap Bows forThrown Weapons (Axes) and Piercing (1) for +15 pts,130
Varangur,Infantry,Bloodsworn,,Troop,10,5,4,-,5,10,11/13,"CS(1), Gift of Korgaan","(CS(2), -1DE)",100
Varangur,Infantry,Bloodsworn,,Regiment,20,5,4,-,5,12,15/17,"CS(1), Gift of Korgaan","(CS(2), -1DE)",140
Varangur,Infantry,Bloodsworn,,Horde,40,5,4,-,5,25,22/24,"CS(1), Gift of Korgaan","(CS(2), -1DE)",230
Varangur,Infantry,Sons of Korgaan,,Troop,10,5,3,-,5,15,12/14,"CS(2), 25x25mm bases, Gift of Korgaan","(CS(3), -1DE)",155
Varangur,Infantry,Sons of Korgaan,,Regiment,20,5,3,-,5,20,16/18,"CS(2), 25x25mm bases, Gift of Korgaan","(CS(3), -1DE)",220
Varangur,Infantry,Reavers,,Troop,10,6,4,-,3,20,-/14,"TC(2), Vicious",,140
Varangur,Infantry,Reavers,,Regiment,20,6,4,-,3,25,-/18,"TC(2), Vicious",,200
Varangur,Large Infantry,Cave Trolls*,,Regiment,3,5,4,-,5,9,12/15,"CS(3), Regeneration (5+)",,135
Varangur,Large Infantry,Cave Trolls*,,Horde,6,5,4,-,5,18,15/18,"CS(3), Regeneration (5+)",,205
Varangur,Large Infantry,The Fallen,,Regiment,3,8,3,-,5,9,13/15,"Pathfinder, Nimble, CS(1), Iron Resolve, Height 1",,155
Varangur,Large Infantry,The Fallen,,Horde,6,8,3,-,5,18,16/18,"Pathfinder, Nimble, CS(1), Iron Resolve, Height 1",,240
Varangur,Cavalry,Tundra Wolves,,Troop,5,9,4,-,4,10,11/13,"TC(1), Nimble, Height 1",,110
Varangur,Cavalry,Mounted Sons of Korgaan,,Troop,5,8,3,-,5,10,13/15,"CS(1), TC(2), Gift of Korgaan",,165
Varangur,Cavalry,Mounted Sons of Korgaan,,Regiment,10,8,3,-,5,20,16/18,"CS(1), TC(2), Gift of Korgaan",,250
Varangur,Cavalry,Horse Raiders,,Troop,5,8,4,5,4,7,11/13,"Thrown Weapons (Axes), Piercing (1), TC (1), Nimble","May swap throwing weapons for Bows for free, but lose Piercing (1)",115
Varangur,Cavalry,Horse Raiders,,Regiment,10,8,4,5,4,14,14/16,"Thrown Weapons (Axes), Piercing (1), TC (1) , Nimble","May swap throwing weapons for Bows for free, but lose Piercing (1)",180
Varangur,Large Cavalry,Direfang Riders,,Regiment,3,6,4,-,5,15,13/15,"CS(2), Strider, Gift of Korgaan",,165
Varangur,Large Cavalry,Direfang Riders,,Horde,6,6,4,-,5,30,16/18,"CS(2), Strider, Gift of Korgaan",,250
Varangur,Monster,Devourer,,Monster,1,7,4,-,4,10,14/16,"TC(1), CS(1). Stealthy, Pathfinder, Strider, Nimble",Noxious Mist: Gain Breath (10) and vicious on ranged attacks for +15 pts,175
Varangur,Monster,Cavern Dweller,,Monster,1,6,3,-,5,1D6+6,16/18,"CS(3), Regeneration (5+), Strider",,205
Varangur,Monster,Jabberwock,,Monster,1,7,4,-,5,4,13/15,"CS(2), Brutal, Feeding Frenzy",,140
Varangur,War Engine,Magus Conclave,,War Engine,1,5,-,4,3,2,11/13,"36"" Range, Individual, Blast (D3), Piercing 2",Can take a Famulus (10 pts) which grants the Magus Conclave the Elite special rule.,100
Varangur,Infantry,Cursed Son,,Hero,1,6,3,-,4,7,-/13,"Individual, CS(2), Vicious, 25x25mm base.",,130
Varangur,Infantry,Magus,,Hero,1,5,5,-,5,1,11/13,"Individual, LightningBolt(4)","(+25 Fireball(12), +15 Bane Chant (2)), May take a Mount for +15 pts. May take a Famulus (15 pts) which grants the Magus the Elite special rule when casting any spell.",85
Varangur,Cavalry,Magus,w/ Mount,Hero,1,8,5,-,5,1,11/13,"Individual, LightningBolt(4)","(+25 Fireball(12), +15 Bane Chant (2)), May take a Mount for +15 pts. May take a Famulus (15 pts) which grants the Magus the Elite special rule when casting any spell.",100
Varangur,Infantry,Chieftain,,Hero,1,5,3,-,5,5,14/16,"Individual, CS(2), Elite, Inspiring, 25x25mm base, Gift of Korgaan",May take a Mount for +20 pts,160
Varangur,Cavalry,Chieftain,w/ Horse,Hero,1,8,3,-,5,5,14/16,"Individual, CS(2), Elite, Inspiring, Gift of Korgaan",May take a Mount for +20 pts,180
Varangur,Large Cavalry,Chieftain on Direfang,,Hero,1,6,3,-,5,10,15/17,"CS(3), Elite, Inspiring, Strider, Gift of Korgaan",,220
Varangur,Monster,King on Chimera,,Hero,1,10,3,-,5,10,18/20,"CS(3), Elite, Fly, Inspiring, Breath Attack(10), Gift of Korgaan",,310
Varangur,Infantry,Skald,,Hero,1,5,5,4,4,1,11/13,"Individual, Inspiring, Throwing Weapons (Axes), Piercing 1",May take a Mount for +15 pts,60
Varangur,Cavalry,Skald,w/ Mount,Hero,1,8,5,4,4,1,11/13,"Individual, Inspiring, Throwing Weapons (Axes), Piercing 1",May take a Mount for +15 pts,75
Varangur,Large Infantry,Cave Troll King[1],,Living Legend,1,5,3,-,5,7,15/18,"CS(3), Very Inspiring (Trolls Only), Nimble, Regeneration (5+), Big Shield, Breath(10)",,200
Varangur,Infantry,Herja of the Fallen [1],,Living Legend,1,10,3,-,6,7,15/17,"Fly, CS(2), Elite, Lifeleech (1), Iron Resolve, Judgement, Inspiring, Individual, 25x25mm base",,260
Varangur,Cavalry,Mounted Sergeants,,Troop,5,9,4,-,4,7,10/12,"TC(1), Nimble",,
Varangur,Cavalry,Tundra Wolves,,Troop,5,9,4,-,4,10,11/13,"TC(1), Nimble, Height 1",,
Herd,Infantry,Tribal Warriors,,Troop,10,6,4,-,4,10,9/11,TC(1),,85
Herd,Infantry,Tribal Warriors,,Regiment,20,6,4,-,4,12,13/15,TC(1),,120
Herd,Infantry,Tribal Warriors,,Horde,40,6,4,-,4,25,20/22,TC(1),,200
Herd,Infantry,Spirit Walkers,,Troop,10,6,4,-,3,15,-/12,TC(1),,100
Herd,Infantry,Spirit Walkers,,Regiment,20,6,4,-,3,20,-/16,TC(1),,140
Herd,Infantry,Spirit Walkers,,Horde,40,6,4,-,3,35,-/23,TC(1),,230
Herd,Infantry,Longhorns,,Troop,10,6,3,-,4,10,10/12,"CS(1), TC(1), 25mm bases",,100
Herd,Infantry,Longhorns,,Regiment,20,6,3,-,4,12,14/16,"CS(1), TC(1), 25mm bases",,145
Herd,Infantry,Tribal Spears,,Troop,10,6,4,-,4,10,8/10,Phalanx,,90
Herd,Infantry,Tribal Spears,,Regiment,20,6,4,-,4,15,12/14,Phalanx,,125
Herd,Infantry,Tribal Spears,,Horde,40,6,4,-,4,30,19/21,Phalanx,,205
Herd,Infantry,Hunters,,Troop,10,6,5,5,3,8,8/10,"Throwing Weapons, Vanguard",May swap Throwing Weapons for  Bows for free.,75
Herd,Infantry,Hunters,,Regiment,20,6,5,5,3,10,12/14,"Throwing Weapons, Vanguard",May swap Throwing Weapons for  Bows for free.,105
Herd,Infantry,Harpies,,Troop,10,10,4,-,3,8,9/11,"Fly, Vicious, Base Size 25x25mm. ",,90
Herd,Large Infantry,Guardian Brutes,,Regiment,3,6,4,-,5,12,12/15,"CS(1), TC(2), Fury, (This unit does not have the Pathfinder Special rule)",,150
Herd,Large Infantry,Guardian Brutes,,Horde,6,6,4,-,5,24,15/18,"CS(1), TC(2), Fury, (This unit does not have the Pathfinder Special rule)",,230
Herd,Large Infantry,Lycans,,Regiment,3,9,3,-,4,9,12/14,"CS(1), Nimble, Regenerate (5+)",,160
Herd,Large Infantry,Lycans,,Horde,6,9,3,-,4,18,15/17,"CS(1), Nimble, Regenerate (5+)",,245
Herd,Cavalry,Centaur Longmanes,,Troop,5,8,3,-,4,8,11/13,"CS(1), TC(1)",,130
Herd,Cavalry,Centaur Longmanes,,Regiment,10,8,3,-,4,16,14/16,"CS(1), TC(1)",,200
Herd,Cavalry,Centaur Bray-Hunters ,,Troop,5,8,4,5,3,6,11/13,"Bows, TC(1), Nimble",,105
Herd,Cavalry,Centaur Bray-Hunters ,,Regiment,10,8,4,5,3,12,14/16,"Bows, TC(1), Nimble",,165
Herd,Cavalry,Beast Pack*,,Troop,5,10,4,-,3,6,9/11,"Vicious, Nimble, Height 1",,70
Herd,Cavalry,Beast Pack*,,Regiment,10,10,4,-,3,12,12/14,"Vicious, Nimble, Height 1",,110
Herd,Large Cavalry,Giant Eagles*,,Regiment,3,10,4,-,4,9,10/12,"Fly, TC(2), Fury",,130
Herd,Large Cavalry,Giant Eagles*,,Horde,6,10,4,-,4,18,13/15,"Fly, TC(2), Fury",,200
Herd,Large Cavalry,Tribal Chariots,,Regiment,3,9,3,5,4,8,11/13,"Bows, TC(2), 50x100mm Base Size, (This unit does not have the Pathfinder Special rule)",,140
Herd,Large Cavalry,Tribal Chariots,,Horde,6,9,3,5,4,16,14/16,"Bows, TC(2), 50x100mm Base Size, (This unit does not have the Pathfinder Special rule)",,215
Herd,Large Cavalry,Stampede*,,Horde,6,7,4,-,4,30,18/22,"CS(1) TC(3), Strider",,260
Herd,Monster,Brutox,,Monster,1,8,4,-,4,1D6+8,16/19,"CS(2), TC(2) Regenerate (5+), Fury, Strider, (This unit does not have the Pathfinder Special rule)",,220
Herd,Monster,Chimera,,Monster,1,7,3,-,5,7,15/17,"CS(2), Vicious",(+50 Fly & Speed 10),160
Herd,War Engine,Great Totem [1],,Living Legend,1,-,-,-,5,-,-/18,"Height 4, Inspiring, Rallying (2) Advanced Deployment, 
Maximum 75x75mm base size (cannot be increased by ""exceptional base sizes"")",,80
Herd,Infantry,Tracker,,Hero,1,6,4,4,4,3,10/12,"Individual, Piercing(1), Bow, Vanguard, Stealthy",(Hunting Animal (+10 pts)),70
Herd,Infantry,Great Chieftan,,Hero,1,6,3,-,5,5,12/14,"CS(1), TC(1), Individual, Inspiring","(+10 pts Bow, Gaining Ra 4+), (Hunting Animal (+10 pts))",140
Herd,Large Cavalry,Great Chieftan on Tribal Chariot,,Hero,1,9,3,-,5,7,14/16,"CS(1), TC(2), Inspiring, 50x100mm Base Size, (This unit does not have the Pathfinder Special rule)","(+10 pts Bow, Gaining Ra 4+)",190
Herd,Cavalry,Centaur Chief,,Hero,1,8,3,4,4,4,11/13,"Individual, Inspiring, CS(2), TC(1)","(Hunting Animal (+10 pts)), (+10 pts Bow, Gaining Ra 4+)",105
Herd,Infantry,Shaman,,Hero,1,6,4,-,4,2,11/13,"TC(1), Individual, Inspiring, BaneChant(3)","(Mount (9 Sp, 15 Pts), (+25 Heal(5), (+30 WindBlast(5)) )",95
Herd,Cavalry,Shaman,w/ Mount,Hero,1,9,4,-,4,2,11/13,"TC(1), Individual, Inspiring, BaneChant(3)","(Mount (9 Sp, 15 Pts), (+25 Heal(5), (+30 WindBlast(5)) )",110
Herd,Infantry,Tribal Totem Bearer,,Hero,1,6,4,-,4,1,9/11,"TC(1), Individual, Inspiring","(Mount (9 Sp, 15 Pts) (Hunting Animal (+10 pts))",50
Herd,Cavalry,Tribal Totem Bearer,w/ Mount,Hero,1,9,4,-,4,1,9/11,"TC(1), Individual, Inspiring","(Mount (9 Sp, 15 Pts) (Hunting Animal (+10 pts))",65
Herd,Large Infantry,Lycan Alpha,,Hero,1,9,3,-,5,7,14/16,"CS(2), Inspiring (Lycans only), Nimble, Regeneration (5+)",,205
Herd,Large Infantry,Guardian Champion,,Hero,1,6,3,-,5,6,13/16,"CS(1), TC(2), Inspiring (Guardian Brutes Only), Nimble, Fury. This unit does not have Pathfinder",(Hunting Animal (+10 pts)),140
Herd,Monster,Avatar of the Father [1],,Living Legend,1,9,3,-,5,9,-/19,"CS(1), TC(3) Very Inspiring, Iron Resolve, Elite","(+25 Heal(6)), (+50 Fly & Speed 10)",270
Herd,Monster,Avatar of the Father [1],w/ Wings,Living Legend,1,10,3,-,5,9,-/19,"CS(1), TC(3) Very Inspiring, Iron Resolve, Elite","(+25 Heal(6)), (+50 Fly & Speed 10)",320
Empire of Dust,Infantry,Skeleton Warriors,,Troop,10,5,5,-,4,10,-/12,Shambling,(Casket of the Damned (+10 pts)),65
Empire of Dust,Infantry,Skeleton Warriors,,Regiment,20,5,5,-,4,12,-/16,Shambling,(Casket of the Damned (+10 pts)),90
Empire of Dust,Infantry,Skeleton Warriors,,Horde,40,5,5,-,4,25,-/23,Shambling,(Casket of the Damned (+10 pts)),150
Empire of Dust,Infantry,Skeleton Spearmen,,Troop,10,5,5,-,4,10,-/12,"Shambling, Phalanx",(Casket of the Damned (+10 pts)),75
Empire of Dust,Infantry,Skeleton Spearmen,,Regiment,20,5,5,-,4,15,-/16,"Shambling, Phalanx",(Casket of the Damned (+10 pts)),105
Empire of Dust,Infantry,Skeleton Spearmen,,Horde,40,5,5,-,4,30,-/23,"Shambling, Phalanx",(Casket of the Damned (+10 pts)),175
Empire of Dust,Infantry,Revenants,,Troop,10,5,4,-,5,10,-/13,Shambling,"2H(CS(1), -1 DE) , (Casket of the Damned (+10 pts))",85
Empire of Dust,Infantry,Revenants,,Regiment,20,5,4,-,5,12,-/17,Shambling,"2H(CS(1), -1 DE) , (Casket of the Damned (+10 pts))",120
Empire of Dust,Infantry,Revenants,,Horde,40,5,4,-,5,25,-/24,Shambling,"2H(CS(1), -1 DE) , (Casket of the Damned (+10 pts))",200
Empire of Dust,Infantry,Skeleton Archers,,Troop,10,5,6,5,3,8,-/12,"Bows, Shambling",(Casket of the Damned (+10 pts)),75
Empire of Dust,Infantry,Skeleton Archers,,Regiment,20,5,6,5,3,10,-/16,"Bows, Shambling",(Casket of the Damned (+10 pts)),100
Empire of Dust,Infantry,Skeleton Archers,,Horde,40,5,6,5,3,20,-/23,"Bows, Shambling",(Casket of the Damned (+10 pts)),165
Empire of Dust,Infantry,Skeleton Crossbowmen,,Troop,10,5,6,5,3,8,-/12,"Crossbows, Piercing(1), Reload. Shambling",(Casket of the Damned (+10 pts)),85
Empire of Dust,Infantry,Skeleton Crossbowmen,,Regiment,20,5,6,5,3,10,-/16,"Crossbows, Piercing(1), Reload. Shambling",(Casket of the Damned (+10 pts)),115
Empire of Dust,Infantry,Skeleton Crossbowmen,,Horde,40,5,6,5,3,20,-/23,"Crossbows, Piercing(1), Reload. Shambling",(Casket of the Damned (+10 pts)),190
Empire of Dust,Infantry,Mummies,,Troop,10,5,4,-,5,10,-/14,"CS(2), Regeneration (5+), Shambling",(Casket of the Damned (+10 pts)),120
Empire of Dust,Infantry,Mummies,,Regiment,20,5,4,-,5,12,-/18,"CS(2), Regeneration (5+), Shambling",(Casket of the Damned (+10 pts)),170
Empire of Dust,Cavalry,Skeleton Cavalry,,Troop,5,9,5+,-,4+,7,-/13,"Nimble, Shambling, Thunderous Charge (1)",(Casket of the Damned (+10 pts)),85
Empire of Dust,Cavalry,Skeleton Cavalry,,Regiment,10,9,5+,-,4+,14,-/16,"Nimble, Shambling, Thunderous Charge (1)",(Casket of the Damned (+10 pts)),130
Empire of Dust,Cavalry,Skeleton Archer Cavalry,,Troop,5,9,6+,5+,3+,7,-/13,"Bows, Nimble, Shambling",(Casket of the Damned (+10 pts)),95
Empire of Dust,Cavalry,Skeleton Archer Cavalry,,Regiment,10,9,6+,5+,3+,14,-/16,"Bows, Nimble, Shambling",(Casket of the Damned (+10 pts)),145
Empire of Dust,Large Infantry,Enslaved Guardians,,Regiment,3,6,4+,-,5+,9,-/14,"Crushing Strength (2), Shambling, WindBlast (5)",(Casket of the Damned (+10 pts)),160
Empire of Dust,Large Infantry,Enslaved Guardians,,Horde,6,6,4+,-,5+,18,-/17,"Crushing Strength (2), Shambling, WindBlast (5)",(Casket of the Damned (+10 pts)),245
Empire of Dust,Large Infantry,Enslaved Guardians Archers,,Regiment,3,6,5+,5+,4+,9,-/14,"Heavy Crossbows, Crushing Strength (1), Piercing (2), Shambling, Reload!",(Casket of the Damned (+10 pts)),160
Empire of Dust,Large Infantry,Enslaved Guardians Archers,,Horde,6,6,5+,5+,4+,18,-/17,"Heavy Crossbows, Crushing Strength (1), Piercing (2), Shambling, Reload!",(Casket of the Damned (+10 pts)),245
Empire of Dust,Large Infantry,Swarm*,,Regiment,3,6,5+,-,2+,9,-/12,"Height 0, Shambling, Vanguard",,65
Empire of Dust,Large Infantry,Swarm*,,Horde,6,6,5+,-,2+,18,-/15,"Height 0, Shambling, Vanguard",,100
Empire of Dust,Large Infantry,Scavengers*,,Regiment,3,10,5+,-,4+,9,10/12,"Fly, Lifeleech(2)",,90
